folio,fecha,importe,concepto,comentarios,evento_id,proveedor_id,tipo_gasto
2004,2025-01-10 02:44:24,21500,pago,DJ HENRY 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16451,116,92,efe
2005,2025-01-10 02:45:06,3500,pago,PERFORMANCE- FERNANDO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16452,116,152,efe
2006,2025-01-10 02:45:59,1980,pago,Recarga tanque CO2 Pistola (1) - TAKESHI 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16453,116,304,efe
2007,2025-01-10 02:47:18,6500,pago,PLANTA DE LUZ MARCO 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16454,116,200,efe
2008,2025-01-10 02:48:25,2400,pago,RENTA DE ESTRADO REYNA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16455,116,43,efe
2009,2025-01-10 02:53:44,700,pago,EDECAN - JULISA 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16456,116,43,efe
2010,2025-01-10 02:55:06,2000,pago,MECHUDOS 200*10 - NANCY 11 ENERO 2025- SANTA RITA- LIZ FERNANDO folio:G2023-16457,116,206,efe
2011,2025-01-10 03:40:05,600,pago,MECHUDOS 60*10 - NANCY / 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16458,114,206,efe
2012,2025-01-10 03:43:41,2000,pago,DULCES PARA MESA DE DULCES - TAKESHI / 11 ENERO 2025 - GAUDI - ESTEBAN folio:G2023-16459,114,304,efe
2013,2025-01-10 19:44:59,30000,anticipo,ANTICIPO EVENTO 18 JULIO 2025 HDA. SAN FERNANDO folio:G2023-16464,182,283,efe
2014,2025-01-10 19:46:20,30000,anticipo,ANTICIPO EVENTO 25 JULIO 2025 HDA. SAN FERNANDO folio:G2023-16465,166,283,efe
2015,2025-01-10 20:40:39,187500,anticipo,ANTICIPO EVENTO 9 DE MAYO 2025 CEDROS folio:G2023-16468,135,75,efe
2016,2025-01-13 16:28:43,500,pago,GASOLINA COCHE BLANCO CANDILES DIA 11 ENE 2025 folio:G2023-16473,113,225,efe
2017,2025-01-13 16:30:49,500,pago,COMPLEMENTO DE RENTA DE CAMIONETA EL MONTO TOTAL FUE DE $3000 11 ENE SANTA RITA (DECORACION) folio:G2023-16474,116,225,efe
2018,2025-01-13 16:32:01,100,pago,ESTACIONAMIENTO EVENTO 11 ENE 25 CANDILES folio:G2023-16475,113,225,efe
2019,2025-01-13 21:17:12,586,pago,COMPRA DE COMIDA PARA OPERATIVOS PORQUE UTILIZARON EL FONDO DE COMIDA EN UBER EVENTO 11 ENE 25 CANDILES folio:G2023-16479,113,152,efe
2020,2025-01-13 21:20:29,240,pago,COMPLEMENTO POR VENTA DE 3 BOLETOS EXTRAS $80 11 ENE 2025 CANDILES folio:G2023-16480,113,152,efe
2021,2025-01-14 00:02:28,500,pago,RENTA DE CABINA EVENTO 11 ENE 2025 CANDILES - FENANDO (FONDO DE EVENTO) folio:G2023-16485,113,223,efe
2022,2025-01-14 00:04:25,200,pago,PAGO ESTACIONAMIENTO (FONDO DE EVENTO) EVENTO 11 ENE 2025 POLIFORUM-MARISABEL folio:G2023-16486,115,265,efe
2023,2025-01-14 00:05:58,300,pago,PAGO DE PROPINA EXTRA A UNA MESA (FONDO DE EVENTO) 11 ENE 2025 POLIFORUM-MARISABEL folio:G2023-16487,115,265,efe
2024,2025-01-14 00:44:18,162,pago,DIDI DE TERRAZAS A LA OFICINA EVENTO 11 ENE 2025 KARLA MONTALVO folio:G2023-16489,117,227,efe
2025,2025-01-15 00:42:33,500,pago,COMPRA DE BOLSAS PARA LA BASURA Y COMIDA FER Y LIZ (FONDO DE EVENTO) EVENTO 11 ENERO 25 SANTA RITA folio:G2023-16500,116,262,efe
2026,2025-01-15 00:49:51,0,anticipo,"RENTA SALON PONSA $ 27,500.00 CANCELADO SOLICITADO 16 ENE 2025
PAGO CENA ADULTO 425 PAX *$760 $ 323,000.00 
PAGO CENA NIÑO 23 PAX* $480 - $ 11,040.00 
CORTESIAS CON COSTO ADULTO 6 PAX*$760 $ 4,560.00 
DESCORCHE MESA DE DULCES $ 160.00 
DESCORCHE CABINA DE FOTOS $ 600.00 
IVA $ 10,632.32 
MENOS ANTICIPO $ -30,000.00 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16501",121,154,efe
2027,2025-01-15 00:57:48,0,anticipo,"RENTA SALON PONSA $ 27,500.00 CANCELADO SOLICITADO 16 ENE 2025
PAGO CENA ADULTO 442 PAX *$760 $ 335,920.00 
PAGO CENA NIÑO 18 PAX* $480 - $ 8,640.00 
CORTESIAS CON COSTO ADULTO 7 PAX*$760 $ 5,320.00 
HORA EXTRA $ 23,800.00 

DESCORCHE MESA DE DULCES $ 160.00 
DESCORCHE CABINA DE FOTOS $ 600.00 
IVA $ 9,416.32 
MENOS ANTICIPO $ -30,000.00 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16502",119,154,efe
2028,2025-01-15 19:12:38,1200,pago,INSUMOS MIXOLOGÍA-RICARDO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16506,121,271,efe
2029,2025-01-15 20:04:11,8400,pago,CENTROS DE MESA ALTOS 21*$400 - KARLA MORALES 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16514,121,191,efe
2030,2025-01-15 20:08:05,5500,pago,CENTROS DE MESA BAJOS 22*$250 - KARLA MORALES 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16515,121,191,efe
2031,2025-01-15 20:25:32,9600,pago,CENTROS DE MESA ALTOS 24*$450 - KARLA MORALES 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16518,119,191,efe
2032,2025-01-15 20:26:30,6250,pago,CENTROS DE MESA BAJOS 25*$250 - KARLA MORALES 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16519,119,191,efe
2033,2025-01-15 20:27:57,12000,pago,CENTROS DE MESA ALTOS 30*$400 - KARLA MORALES 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16520,120,191,efe
2034,2025-01-15 20:28:32,7750,pago,CENTROS DE MESA BAJOS 31*$250 - KARLA MORALES 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16521,120,191,efe
2035,2025-01-15 23:03:57,20640,pago,COMISION COMITE SANTA RITA 11 ENE 2025 folio:G2023-16525,116,84,efe
2036,2025-01-16 16:51:27,141160,anticipo,"COSTO BANQUETE PAGO CENA ADULTO 351 PAX *$380 - $ 133,380.00 
COSTO BANQUETE PAGO CENA NIÑO 16 PAX*190 - $ 3,040.00 
COSTO BANQUETE CORTESIAS COMITE 23 PAX*$380 - $ 8,740.00 
COSTO BANQUETE COMITE INVITADOV(5) ESTEBAN $ 1,000.00 
COSTO BANQUETE MENOS ANTICIPO $ -5,000.00 folio:G2023-16548",120,176,efe
2037,2025-01-16 16:52:56,650,pago,AYUDANTE CRISTALERIA-ISABEL OTERO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16549,120,176,efe
2038,2025-01-16 17:01:17,26500,anticipo,LIQUIDACION DEL EVENTO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16550,120,171,efe
2039,2025-01-16 20:21:52,381806.32,anticipo,"RENTA SALON JARDIN FLORESTA $ 27,500.00 
PAGO CENA ADULTO 442 PAX *$760 $ 335,920.00 
PAGO CENA NIÑO 18 PAX* $505 - $ 9,090.00 
CORTESIAS CON COSTO ADULTO 7 PAX*$760 $ 5,320.00 
HORA EXTRA $ 23,800.00 
DESCORCHE MESA DE DULCES $ 160.00 
DESCORCHE CABINA DE FOTOS $ 600.00 
IVA $ 9,416.32 
MENOS ANTICIPO $ -30,000.00 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16599",119,154,efe
2040,2025-01-16 20:23:25,13260,pago,COMISION COMITE 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16600,119,84,efe
2041,2025-01-16 20:24:45,2360,pago,COMISION EXTRA PROMOTOR KARLA MONTALVO 118 PAX*20 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16601,119,261,efe
2042,2025-01-16 20:25:42,22100,pago,COMISION PROMOTOR KARLA MONTALVO 442 PAX*50 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16602,119,261,efe
2043,2025-01-16 20:28:35,11050,pago,COMISION DIRECCION DE VENTAS 442 PAX*25 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16603,119,55,efe
2044,2025-01-16 20:29:52,700,pago,"JEFE OPERATIVO - TAKESHI $ 1,300.00 
DESCUENTO $ -600.00 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES folio:G2023-16604",119,304,efe
2045,2025-01-16 20:32:01,1300,pago,CHOFER OPERATIVO - DANY 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16605,119,216,efe
2046,2025-01-16 20:33:31,1100,pago,OPERATIVO - MARIANO 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16606,119,230,efe
2047,2025-01-16 20:34:45,1100,pago,OPERADOR GLAM CAM - MARIANITO 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16607,119,230,efe
2048,2025-01-16 20:35:37,700,pago,OPERADOR CABINA FOTOS-ALEXIS 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16608,119,211,efe
2049,2025-01-16 20:39:04,900,pago,JEFE EDECAN - DIANA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16609,119,112,efe
2050,2025-01-16 20:40:22,700,pago,EDECAN - ALISON 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16610,119,101,efe
2051,2025-01-16 20:42:08,700,pago,EDECAN - YULISA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16611,119,126,efe
2052,2025-01-16 20:43:38,700,pago,EDECAN - ESMERALDA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16612,119,117,efe
2053,2025-01-16 20:44:15,700,pago,BARTENDER (1) - PUGA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16613,119,271,efe
2054,2025-01-16 20:44:59,100,pago,TAXI PROMOTOR - KARLA MONTALVO 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16614,119,261,efe
2055,2025-01-16 20:45:50,1000,pago,MAESTRO DE CEREMONIAS - SALVADOR 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16615,119,55,efe
2056,2025-01-16 20:46:29,500,pago,GASOLINA URVAN JUAN CARLOS 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16616,119,302,efe
2057,2025-01-16 20:47:21,400,pago,COMIDAS STAFF 4 *100 - TAKESHI 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16617,119,304,efe
2058,2025-01-16 21:08:18,400,pago,DESAYUNO OPERATIVOS 4*100 - TAKESHI 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16618,119,304,efe
2059,2025-01-16 21:13:26,1500,pago,PROPINAS EVENTO - 4 CAPITANES / 1 MESERO 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16619,119,154,efe
2060,2025-01-16 21:15:01,6500,pago,BANDA DANIEL 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16620,119,61,efe
2061,2025-01-16 21:16:21,697,pago,BIRRETES 41*$17 - ERIKA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16621,119,138,efe
2062,2025-01-16 21:16:59,30,pago,CAJA BIRRETES 3*10 Y GASOLINA 40 - ERIKA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16622,119,138,efe
2063,2025-01-16 21:17:38,1500,pago,MECHUDOS 150*10 - NANCY 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16623,119,206,efe
2064,2025-01-16 21:18:33,6000,pago,ROSA ISELA - BATUCADA LED 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16624,119,280,efe
2065,2025-01-16 21:19:21,18000,pago,GRUPO MUSICAL- ROSA DE METAL 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16625,119,279,efe
2066,2025-01-16 21:20:00,3800,pago,DJ ALAN 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16626,119,89,efe
2067,2025-01-16 21:20:39,1350,pago,ICE SHOTS 150*$9 - RAUL PIÑA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16627,119,272,efe
2068,2025-01-16 21:21:22,4500,pago,PERFORMANCE- FERNANDO 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16628,119,152,efe
2069,2025-01-16 21:22:05,1485,pago,Recarga tanque CO2 INFRA (2)- TAKESHI 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16629,119,304,efe
2070,2025-01-16 21:22:48,3690,pago,ILUMINACION MESAS- APARICIO 41*90 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16630,119,49,efe
2071,2025-01-16 21:23:33,3000,pago,DULCES PARA MESA DE DULCES - TAKESHI 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16631,119,304,efe
2072,2025-01-16 21:24:35,4000,pago,LETRAS GIGANTES UNAM ANDREA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16632,119,53,efe
2073,2025-01-16 21:25:18,600,pago,FLETE LETRAS ANDREA 18 ENE 25 JARDIN FORESTA KARLA MONTALVO UNAM FES CUAUTITLAN folio:G2023-16633,119,53,efe
2074,2025-01-17 00:26:32,20640,pago,COMISION COMITE SANTA RITA 11 ENE folio:G2023-16635,116,84,efe
2075,2025-01-17 00:31:05,18500,pago,DJ HENRY 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16636,121,92,efe
2076,2025-01-17 01:44:02,348067.32,anticipo,"RENTA SALON PONSA 18 $ 27,500.00 
PAGO CENA ADULTO 425 PAX *$760 $ 323,000.00 
PAGO CENA NIÑO 23 PAX* $505 - $ 11,615.00 
CORTESIAS CON COSTO ADULTO 6 PAX*$760 $ 4,560.00 
DESCORCHE MESA DE DULCES $ 160.00 
DESCORCHE CABINA DE FOTOS $ 600.00 
IVA $ 10,632.32 
MENOS ANTICIPO $ -30,000.00 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16642",121,154,efe
2077,2025-01-17 01:48:24,5702,pago,"COMISION DE PROMOTOR SARAI 425 PAX*60 $ 25,500.00 
G2023-15240 DESCUENTO POR ANTICIPO $ -19,798.00 
8 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16643",121,264,efe
2078,2025-01-17 01:49:59,10625,pago,COMISION DIRECCION DE VENTAS 425 PAX*25 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16644,121,55,efe
2079,2025-01-17 02:00:07,1000,pago,COMPRAS WALMART- TAKESHI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16645,120,304,efe
2080,2025-01-17 02:01:31,1300,pago,JEFE OPERATIVO - SHOCKER 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16646,121,227,efe
2081,2025-01-17 02:03:03,1100,pago,OPERATIVO - EZEQUIEL 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16647,121,223,efe
2082,2025-01-17 02:04:44,1100,pago,OPERATIVO - MIGUEL DIABLO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16648,121,218,efe
2083,2025-01-17 02:06:02,1100,pago,GLAM CAM - BRYAN 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16649,121,213,efe
2084,2025-01-17 02:07:09,700,pago,CABINA DE FOTOS-SEBASTIAN 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16650,121,238,efe
2085,2025-01-17 02:09:54,900,pago,JEFE EDECAN - WENDY 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16651,121,109,efe
2086,2025-01-17 02:13:32,700,pago,EDECAN - LUCERO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16652,121,43,efe
2087,2025-01-17 02:14:11,700,pago,EDECAN - JOSELIN 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16653,121,43,efe
2088,2025-01-17 02:15:22,700,pago,EDECAN - FLORICEL 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16654,121,121,efe
2089,2025-01-17 02:16:19,2800,pago,BARTENDER (1) - PUGA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16655,121,271,efe
2090,2025-01-17 02:17:06,100,pago,TAXI PROMOTOR - SARAI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16656,121,264,efe
2091,2025-01-17 02:17:59,1000,pago,MAESTRO DE CEREMONIAS -SALVADOR 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16657,121,55,efe
2092,2025-01-17 02:18:50,500,pago,GASOLINA URVAN - JUAN CARLOS 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16658,121,302,efe
2093,2025-01-17 02:19:51,400,pago,DESAYUNO OPERATIVOS 4*100 - TAKESHI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16659,121,304,efe
2094,2025-01-17 02:20:39,400,pago,COMIDAS STAFF 4 *100 - TAKESHI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16660,121,304,efe
2095,2025-01-17 02:24:13,1000,pago,"DECORACION - HUGO 1 $ 2,000.00 
DESCUENTO VALLARTA $ -1,000.00 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16661",121,86,efe
2096,2025-01-17 02:25:54,4500,pago,NOMINA DECORACION - GUSTAVO 3*1500 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16662,121,225,efe
2097,2025-01-17 02:26:47,800,pago,COMIDAS DECORACIÓN-GUSTAVO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16663,121,225,efe
2098,2025-01-17 02:27:41,1900,pago,PROPINAS EVENTO - 4 CAPITANES / 1 MESERO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16664,121,154,efe
2099,2025-01-17 02:28:29,6500,pago,BANDA DANIEL 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16665,121,61,efe
2100,2025-01-17 02:31:56,3610,pago,INVITACIÓN FÍSICA-MARY PUENTES 95*38 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16666,121,202,efe
2101,2025-01-17 02:42:36,969,pago,BIRRETES 57*$17 - ERIKA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16667,121,138,efe
2102,2025-01-17 02:44:16,50,pago,CAJA BIRRETES 5*10 - ERIKA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16668,121,138,efe
2103,2025-01-17 02:44:59,1400,pago,MECHUDOS 140*10 - NANCY 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16669,121,206,efe
2104,2025-01-17 02:46:17,6200,pago,ROSA ISELA - BATUCADA LED 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16670,121,280,efe
2105,2025-01-17 02:47:17,3420,pago,ICE SHOTS 140*$9 - RAUL PIÑA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16671,121,272,efe
2106,2025-01-17 02:48:03,500,pago,CARRO SHOT´S-ELI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16672,121,47,efe
2107,2025-01-17 02:48:42,4500,pago,PERFORMANCE- FERNANDO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16673,121,152,efe
2108,2025-01-17 02:49:24,1485,pago,Recarga tanque CO2 INFRA (3)- TAKESHI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16674,121,304,efe
2109,2025-01-17 02:50:13,3870,pago,ILUMINACION MESAS - APARICIO 43*90 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16675,121,49,efe
2110,2025-01-17 02:51:44,3500,pago,TUNEL LED-APARICIO 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16676,121,49,efe
2111,2025-01-17 02:52:30,3000,pago,DULCES PARA MESA DE DULCES - TAKESHI 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16677,121,304,efe
2112,2025-01-17 02:53:40,500,pago,RENTA LAP CABINA-EZEQUIEL 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16678,121,223,efe
2113,2025-01-17 02:54:45,1350,pago,LETRAS GRANDES UAM ANDREA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16679,121,53,efe
2114,2025-01-17 02:55:29,250,pago,FLETE LETRAS ANDREA 18 ENE2025 PONSA SARAI HERNANDEZ UAM folio:G2023-16680,121,53,efe
2115,2025-01-17 02:58:08,8800,pago,"COMISION PROMOTOR ESTEBAN 351 PAX*50 $ 17,550.00 
G2023-8503 MENOS ANTICPO $ -8,750.00 
18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16681",120,255,efe
2116,2025-01-17 02:58:45,8775,pago,"COMISION DIRECCION DE VENTAS 351 PAX*25 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE $ 8,775.00 folio:G2023-16682",120,55,efe
2117,2025-01-17 02:59:27,1000,pago,COMPRAS WALMART Y COCTELERIA TAKESHI 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16683,120,304,efe
2118,2025-01-17 03:00:06,1300,pago,JEFE OPERATIVO - DANY PEOLN 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16684,120,216,efe
2119,2025-01-17 03:00:53,1100,pago,OPERATIVO - EMILIO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16685,120,220,efe
2120,2025-01-17 03:01:31,1100,pago,OPERATIVO - PABLO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16686,120,233,efe
2121,2025-01-17 03:03:33,1100,pago,OPERADOR GLAM CAM - CHRISTOPER 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16687,120,43,efe
2122,2025-01-17 03:04:36,700,pago,OPERADOR CABINA FOTOS-RICARDO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16688,121,43,efe
2123,2025-01-17 03:05:32,400,pago,"JEFE EDECAN - MONTSE $ 900.00 
DESCUENTO VALLARTA $ -500.00
18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16689",120,130,efe
2124,2025-01-17 03:06:48,700,pago,EDECAN - DANA 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16690,120,108,efe
2125,2025-01-17 03:08:31,700,pago,EDECAN - MARTHA 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16691,120,43,efe
2126,2025-01-17 03:09:19,300,pago,COMIDAS EDECANES-MONTSE 3 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16692,120,130,efe
2127,2025-01-17 03:11:42,1400,pago,BOLETEROS - ELI 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16693,120,47,efe
2128,2025-01-17 03:12:32,700,pago,BOLETEROS - GABY MAMA DE MONTSE 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16694,120,130,efe
2129,2025-01-17 03:13:06,700,pago,BARTENDER (1) - PUGA 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16695,120,271,efe
2130,2025-01-17 03:13:51,100,pago,TAXI PROMOTOR - ESTEBAN 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16696,120,255,efe
2131,2025-01-17 03:15:53,1000,pago,MAESTRO CEREMONIA- ABDIEL 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16697,120,43,efe
2132,2025-01-17 03:17:16,1800,pago,RENTA DE MATE-ABDIEL 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16698,120,43,efe
2133,2025-01-17 03:17:47,400,pago,DESAYUNO OPERATIVOS 4*100 - TAKE 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16699,120,304,efe
2134,2025-01-17 03:18:16,400,pago,COMIDAS STAFF 4*100 - TAKE 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16700,120,304,efe
2135,2025-01-17 03:19:14,4500,pago,DECORACIÓN GUSTAVO (3) 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16701,120,225,efe
2136,2025-01-17 03:22:05,600,pago,COMIDAS DECORACIÓN GUSTAVO (3) 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16702,120,225,efe
2137,2025-01-17 03:23:10,1300,pago,NOMINA ILUMINACIÓN Y PANTALLA-JUAN CARLOS 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16703,120,302,efe
2138,2025-01-17 03:23:57,1200,pago,NOMINA ILUMINACIÓN Y PANTALLA-ARMANDO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16704,120,43,efe
2139,2025-01-17 03:24:47,800,pago,NOMINA ILUMINACIÓN Y PANTALLA-JUAN CARLOS 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16705,120,302,efe
2140,2025-01-17 03:25:25,600,pago,NOMINA ILUMINACIÓN Y PANTALLA-JUAN CARLOS 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16706,120,302,efe
2141,2025-01-17 03:26:18,1400,pago,PROPINAS EVENTO - 2 CAPITANES / 2 MESERO 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16707,120,171,efe
2142,2025-01-17 03:26:54,6500,pago,BANDA DANIEL 18 ENERO 2025 - HSA CAMPOS ESTEBAN UNEVE folio:G2023-16708,120,61,efe
